"Date","Price","Open","High","Low","Vol.","Change %"
"10/17/2023","5,949.99","5,778.65","5,956.08","5,778.65","695.28M","2.97%"
"10/16/2023","5,778.65","5,645.02","5,799.17","5,645.02","593.53M","2.37%"
"10/15/2023","5,645.02","5,551.88","5,665.07","5,551.88","444.10M","1.68%"
"10/12/2023","5,551.88","5,491.41","5,555.78","5,491.41","398.91M","1.10%"
"10/11/2023","5,491.41","5,464.15","5,512.29","5,464.15","488.90M","0.50%"
"10/10/2023","5,464.15","5,369.86","5,466.36","5,369.36","393.12M","1.76%"
"10/09/2023","5,369.86","5,340.71","5,370.93","5,330.32","354.07M","0.55%"
"10/08/2023","5,340.71","5,546.54","5,546.54","5,209.75","578.55M","-3.71%"
"10/04/2023","5,546.54","5,501.66","5,546.54","5,487.57","356.03M","0.82%"
"10/03/2023","5,501.66","5,572.06","5,584.39","5,500.48","397.66M","-1.26%"
"10/02/2023","5,572.06","5,640.02","5,658.17","5,502.21","507.81M","-1.20%"
"10/01/2023","5,640.02","5,643.20","5,673.51","5,635.53","373.56M","-0.06%"
"09/27/2023","5,643.20","5,667.91","5,689.14","5,618.27","577.92M","-0.44%"
"09/26/2023","5,667.91","5,688.05","5,732.89","5,667.91","527.22M","-0.35%"
"09/25/2023","5,688.05","5,680.91","5,708.42","5,680.91","533.11M","0.13%"
"09/24/2023","5,680.91","5,675.19","5,721.81","5,675.19","445.49M","0.10%"
"09/21/2023","5,675.19","5,623.93","5,677.36","5,607.22","533.72M","0.91%"
"09/20/2023","5,623.93","5,718.18","5,762.57","5,618.95","693.46M","-1.65%"
"09/19/2023","5,718.18","5,724.02","5,771.21","5,716.71","684.99M","-0.10%"
"09/18/2023","5,724.02","5,682.36","5,733.38","5,682.36","778.10M","0.73%"
"09/17/2023","5,682.36","5,649.37","5,715.55","5,649.37","595.91M","0.58%"
"09/14/2023","5,649.37","5,608.69","5,664.65","5,608.69","433.15M","0.73%"
"09/13/2023","5,608.69","5,558.09","5,608.69","5,558.09","314.63M","0.91%"
"09/12/2023","5,558.09","5,584.09","5,605.45","5,554.99","333.96M","-0.47%"
"09/11/2023","5,584.09","5,643.19","5,652.78","5,584.09","471.13M","-1.05%"
"09/10/2023","5,643.19","5,613.60","5,664.54","5,613.60","487.48M","0.53%"
"09/07/2023","5,613.60","5,585.70","5,617.86","5,585.69","396.57M","0.50%"
"09/06/2023","5,585.70","5,619.70","5,652.25","5,581.50","632.13M","-0.61%"
"09/05/2023","5,619.70","5,603.89","5,658.04","5,603.89","547.54M","0.28%"
"09/04/2023","5,603.89","5,566.59","5,621.90","5,566.59","485.91M","0.67%"
"09/03/2023","5,566.59","5,597.80","5,638.20","5,566.59","670.85M","-0.56%"
"08/31/2023","5,597.80","5,585.53","5,615.98","5,579.83","734.50M","0.22%"
"08/30/2023","5,585.53","5,569.38","5,612.94","5,569.38","674.22M","0.29%"
"08/29/2023","5,569.38","5,517.56","5,585.80","5,517.56","571.19M","0.94%"
"08/28/2023","5,517.56","5,505.36","5,551.29","5,505.36","578.82M","0.22%"
"08/27/2023","5,505.36","5,443.64","5,525.42","5,443.64","433.50M","1.13%"
"08/24/2023","5,443.64","5,413.93","5,450.22","5,393.63","475.98M","0.55%"
"08/23/2023","5,413.93","5,464.06","5,498.31","5,413.13","597.13M","-0.92%"
"08/22/2023","5,464.06","5,399.36","5,464.06","5,399.36","580.86M","1.20%"
"08/21/2023","5,399.36","5,369.99","5,405.92","5,369.99","543.31M","0.55%"
"08/20/2023","5,369.99","5,353.76","5,395.31","5,353.76","380.52M","0.30%"
"08/17/2023","5,353.76","5,364.33","5,390.52","5,336.82","455.92M","-0.20%"
"08/16/2023","5,364.33","5,367.55","5,419.02","5,358.17","704.61M","-0.06%"
"08/15/2023","5,367.55","5,360.82","5,391.59","5,360.82","581.37M","0.13%"
"08/14/2023","5,360.82","5,324.93","5,392.54","5,324.93","653.27M","0.67%"
"08/13/2023","5,324.93","5,287.10","5,326.94","5,287.10","487.60M","0.72%"
"08/10/2023","5,287.10","5,311.28","5,325.39","5,286.88","514.54M","-0.46%"
"08/09/2023","5,311.28","5,306.79","5,348.51","5,304.89","643.76M","0.08%"
"08/08/2023","5,306.79","5,320.95","5,353.26","5,306.79","783.63M","-0.27%"
"08/07/2023","5,320.95","5,274.18","5,320.95","5,274.18","656.33M","0.89%"
"08/06/2023","5,274.18","5,196.85","5,275.94","5,196.85","553.86M","1.49%"
"08/03/2023","5,196.85","5,171.70","5,198.00","5,170.90","584.49M","0.49%"
"08/02/2023","5,171.70","5,216.72","5,242.88","5,171.70","1.05B","-0.86%"
"08/01/2023","5,216.72","5,217.86","5,243.17","5,211.63","642.60M","-0.02%"
"07/31/2023","5,217.86","5,192.37","5,228.21","5,192.37","439.20M","0.49%"
"07/30/2023","5,192.37","5,171.05","5,235.40","5,169.75","587.97M","0.41%"
"07/27/2023","5,171.05","5,114.60","5,200.47","5,060.50","791.40M","1.10%"
"07/26/2023","5,114.60","5,051.53","5,189.03","4,994.19","267.18M","1.25%"
"07/25/2023","5,051.53","5,111.27","5,147.41","5,051.53","283.92M","-1.17%"
"07/24/2023","5,111.27","5,185.97","5,198.45","5,108.88","222.91M","-1.44%"
"07/19/2023","5,185.97","5,130.50","5,234.64","5,130.50","515.32M","1.08%"
"07/18/2023","5,130.50","5,112.06","5,144.32","5,110.95","274.77M","0.36%"
"07/17/2023","5,112.06","5,082.74","5,113.52","5,056.37","282.19M","0.58%"
"07/16/2023","5,082.74","5,084.40","5,121.49","5,076.94","258.66M","-0.03%"
"07/13/2023","5,084.40","5,034.37","5,096.93","5,034.37","348.99M","0.99%"
"07/12/2023","5,034.37","5,053.93","5,101.31","5,032.14","330.49M","-0.39%"
"07/11/2023","5,053.93","5,009.00","5,077.84","5,009.00","345.09M","0.90%"
"07/10/2023","5,009.00","4,818.04","5,009.00","4,799.17","298.38M","3.96%"
"07/09/2023","4,818.04","5,146.38","5,151.45","4,818.04","433.29M","-6.38%"
"07/06/2023","5,146.38","5,267.05","5,296.49","5,140.97","424.62M","-2.29%"
"07/05/2023","5,267.05","5,219.07","5,274.36","5,219.07","332.95M","0.92%"
"07/04/2023","5,219.07","5,242.31","5,281.46","5,209.14","290.88M","-0.44%"
"06/26/2023","5,242.31","5,174.62","5,242.31","5,174.62","335.90M","1.31%"
"06/25/2023","5,174.62","5,219.64","5,254.06","5,173.46","439.61M","-0.86%"
"06/22/2023","5,219.64","5,241.09","5,271.72","5,167.22","378.49M","-0.41%"
"06/21/2023","5,241.09","5,351.80","5,406.88","5,241.09","448.63M","-2.07%"
"06/20/2023","5,351.80","5,274.09","5,382.09","5,263.03","460.58M","1.47%"
"06/19/2023","5,274.09","5,280.69","5,356.65","5,254.61","711.70M","-0.12%"
"06/18/2023","5,280.69","5,163.21","5,280.69","5,163.21","692.60M","2.28%"
"06/15/2023","5,163.21","5,206.10","5,222.44","5,150.22","467.32M","-0.82%"
"06/14/2023","5,206.10","5,244.51","5,309.47","5,195.20","507.94M","-0.73%"
"06/13/2023","5,244.51","5,277.96","5,326.90","5,214.68","615.26M","-0.63%"
"06/12/2023","5,277.96","5,334.04","5,379.79","5,274.23","258.14M","-1.05%"
"06/11/2023","5,334.04","5,333.34","5,411.48","5,318.76","573.59M","0.01%"
"06/08/2023","5,333.34","5,317.64","5,449.70","5,267.53","593.66M","0.30%"
"06/07/2023","5,317.64","5,221.40","5,400.52","5,221.40","952.32M","1.84%"
"06/06/2023","5,221.40","5,113.41","5,230.90","5,113.41","871.01M","2.11%"
"06/05/2023","5,113.41","5,048.91","5,165.44","5,048.91","1.05B","1.28%"
"06/04/2023","5,048.91","4,927.76","5,077.10","4,927.76","930.98M","2.46%"
"06/01/2023","4,927.76","4,875.07","4,951.49","4,875.07","647.73M","1.08%"
"05/31/2023","4,875.07","4,899.03","4,945.50","4,875.07","701.03M","-0.49%"
"05/30/2023","4,899.03","4,844.50","4,900.40","4,844.50","764.82M","1.13%"
"05/29/2023","4,844.50","4,788.42","4,845.19","4,777.03","741.96M","1.17%"
"05/28/2023","4,788.42","4,665.57","4,788.42","4,665.57","671.42M","2.63%"
"05/25/2023","4,665.57","4,649.94","4,673.92","4,649.94","428.06M","0.34%"
"05/24/2023","4,649.94","4,609.12","4,660.68","4,609.12","627.81M","0.89%"
"05/23/2023","4,609.12","4,544.49","4,609.12","4,536.48","708.74M","1.42%"
"05/22/2023","4,544.49","4,545.22","4,601.84","4,540.43","555.06M","-0.02%"
"05/21/2023","4,545.22","4,497.03","4,550.38","4,497.03","370.22M","1.07%"
"05/18/2023","4,497.03","4,503.60","4,511.59","4,443.65","312.32M","-0.15%"
"05/17/2023","4,503.60","4,580.57","4,610.61","4,503.60","404.58M","-1.68%"
"05/16/2023","4,580.57","4,607.44","4,608.34","4,550.27","416.43M","-0.58%"
"05/15/2023","4,607.44","4,695.86","4,721.45","4,607.44","432.20M","-1.88%"
"05/14/2023","4,695.86","4,641.43","4,695.86","4,640.77","405.60M","1.17%"
"05/11/2023","4,641.43","4,640.18","4,670.41","4,630.35","509.09M","0.03%"
"05/10/2023","4,640.18","4,597.73","4,640.18","4,574.66","461.44M","0.92%"
"05/09/2023","4,597.73","4,641.30","4,682.21","4,597.73","546.28M","-0.94%"
"05/08/2023","4,641.30","4,524.68","4,641.30","4,524.68","493.47M","2.58%"
"05/07/2023","4,524.68","4,521.82","4,529.88","4,480.74","302.39M","0.06%"
"05/03/2023","4,521.82","4,525.31","4,551.19","4,506.30","329.17M","-0.08%"
"05/02/2023","4,525.31","4,540.75","4,562.22","4,507.60","264.83M","-0.34%"
"05/01/2023","4,540.75","4,631.84","4,654.37","4,534.23","392.14M","-1.97%"
"04/30/2023","4,631.84","4,674.54","4,752.04","4,626.79","622.37M","-0.91%"
"04/27/2023","4,674.54","4,578.64","4,676.02","4,578.64","500.70M","2.09%"
"04/26/2023","4,578.64","4,549.74","4,580.76","4,543.64","350.29M","0.64%"
"04/19/2023","4,549.74","4,524.54","4,568.16","4,524.54","326.12M","0.56%"
"04/18/2023","4,524.54","4,485.55","4,528.32","4,476.72","298.75M","0.87%"
"04/13/2023","4,485.55","4,466.56","4,495.55","4,464.86","274.65M","0.43%"
"04/12/2023","4,466.56","4,496.86","4,502.85","4,466.56","303.01M","-0.67%"
"04/11/2023","4,496.86","4,436.50","4,496.86","4,436.50","338.44M","1.36%"
"04/10/2023","4,436.50","4,408.61","4,439.60","4,408.61","396.69M","0.63%"
"04/09/2023","4,408.61","4,420.09","4,442.41","4,399.95","319.19M","-0.26%"
"04/06/2023","4,420.09","4,444.41","4,471.21","4,411.99","321.25M","-0.55%"
"04/05/2023","4,444.41","4,447.88","4,486.98","4,439.35","425.19M","-0.08%"
"04/04/2023","4,447.88","4,388.85","4,447.88","4,388.77","509.81M","1.34%"
"04/03/2023","4,388.85","4,301.27","4,388.85","4,301.27","439.64M","2.04%"
"04/02/2023","4,301.27","4,232.39","4,301.27","4,232.03","198.35M","1.63%"
"03/30/2023","4,232.39","4,279.10","4,306.76","4,230.74","331.93M","-1.09%"
"03/29/2023","4,279.10","4,197.26","4,283.00","4,197.26","351.29M","1.95%"
"03/28/2023","4,197.26","4,184.29","4,207.78","4,138.71","280.94M","0.31%"
"03/27/2023","4,184.29","4,217.17","4,249.86","4,179.14","352.31M","-0.78%"
"03/26/2023","4,217.17","4,106.21","4,217.74","4,106.21","356.47M","2.70%"
"03/23/2023","4,106.21","4,040.24","4,106.21","4,032.03","212.71M","1.63%"
"03/22/2023","4,040.24","4,096.24","4,126.02","4,040.24","401.11M","-1.37%"
"03/21/2023","4,096.24","3,975.21","4,096.24","3,975.21","368.47M","3.04%"
"03/20/2023","3,975.21","3,844.63","3,993.66","3,844.63","395.24M","3.40%"
"03/19/2023","3,844.63","3,814.41","3,844.94","3,750.81","311.00M","0.79%"
"03/16/2023","3,814.41","3,811.88","3,840.56","3,676.31","653.72M","0.07%"
"03/15/2023","3,811.88","4,127.28","4,192.69","3,811.88","545.44M","-7.64%"
"03/14/2023","4,127.28","4,075.75","4,128.60","4,041.51","304.38M","1.26%"
"03/13/2023","4,075.75","4,347.69","4,377.44","4,063.28","454.08M","-6.25%"
"03/12/2023","4,347.69","4,493.59","4,496.28","4,347.69","338.88M","-3.25%"
"03/09/2023","4,493.59","4,437.63","4,493.59","4,437.63","88.38M","1.26%"
"03/08/2023","4,437.63","4,447.98","4,469.55","4,409.26","309.58M","-0.23%"
"03/07/2023","4,447.98","4,534.84","4,563.46","4,446.29","360.00M","-1.92%"
"03/06/2023","4,534.84","4,534.28","4,581.28","4,534.28","494.12M","0.01%"
"03/05/2023","4,534.28","4,534.76","4,553.71","4,516.21","322.88M","-0.01%"
"03/02/2023","4,534.76","4,546.04","4,568.71","4,530.73","387.48M","-0.25%"
"03/01/2023","4,546.04","4,495.14","4,546.48","4,495.14","539.90M","1.13%"
"02/28/2023","4,495.14","4,491.15","4,507.10","4,477.92","435.74M","0.09%"
"02/27/2023","4,491.15","4,500.30","4,532.47","4,490.79","386.01M","-0.20%"
"02/26/2023","4,500.30","4,436.86","4,510.87","4,436.86","285.86M","1.43%"
"02/23/2023","4,436.86","4,387.47","4,436.86","4,372.92","300.20M","1.13%"
"02/22/2023","4,387.47","4,462.94","4,482.25","4,381.88","336.74M","-1.69%"
"02/21/2023","4,462.94","4,409.99","4,462.94","4,397.61","337.00M","1.20%"
"02/20/2023","4,409.99","4,504.80","4,529.11","4,405.54","369.49M","-2.10%"
"02/19/2023","4,504.80","4,514.90","4,551.10","4,504.80","381.72M","-0.22%"
"02/16/2023","4,514.90","4,523.49","4,558.10","4,510.95","410.43M","-0.19%"
"02/15/2023","4,523.49","4,478.08","4,534.03","4,478.08","473.97M","1.01%"
"02/14/2023","4,478.08","4,393.31","4,478.08","4,393.31","495.50M","1.93%"
"02/13/2023","4,393.31","4,377.25","4,411.20","4,375.42","409.31M","0.37%"
"02/12/2023","4,377.25","4,365.31","4,407.44","4,354.18","369.89M","0.27%"
"02/09/2023","4,365.31","4,277.88","4,365.31","4,275.86","361.72M","2.04%"
"02/08/2023","4,277.88","4,308.69","4,336.99","4,277.01","425.08M","-0.72%"
"02/07/2023","4,308.69","4,208.51","4,308.69","4,208.51","389.26M","2.38%"
"02/06/2023","4,208.51","4,170.73","4,239.60","4,170.73","318.80M","0.91%"
"02/05/2023","4,170.73","4,259.93","4,265.49","4,092.06","369.15M","-2.09%"
"02/02/2023","4,259.93","4,336.32","4,370.29","4,257.49","369.15M","-1.76%"
"02/01/2023","4,336.32","4,337.77","4,359.13","4,282.69","311.87M","-0.03%"
"01/31/2023","4,337.77","4,469.66","4,481.59","4,336.73","414.33M","-2.95%"
"01/30/2023","4,469.66","4,601.45","4,628.91","4,469.66","570.31M","-2.86%"
"01/29/2023","4,601.45","4,534.20","4,603.61","4,534.20","474.22M","1.48%"
"01/25/2023","4,534.20","4,457.84","4,534.20","4,457.84","422.44M","1.71%"
"01/24/2023","4,457.84","4,454.06","4,477.60","4,443.20","413.54M","0.08%"
"01/23/2023","4,454.06","4,489.79","4,510.58","4,452.23","617.12M","-0.80%"
"01/22/2023","4,489.79","4,459.75","4,536.90","4,459.75","605.62M","0.67%"
"01/19/2023","4,459.75","4,428.96","4,489.37","4,428.96","776.43M","0.70%"
"01/18/2023","4,428.96","4,431.88","4,494.56","4,425.12","792.92M","-0.07%"
"01/17/2023","4,431.88","4,356.33","4,443.30","4,356.33","580.86M","1.73%"
"01/16/2023","4,356.33","4,274.54","4,373.81","4,274.54","494.53M","1.91%"
"01/15/2023","4,274.54","4,234.81","4,291.85","4,234.81","368.84M","0.94%"
"01/12/2023","4,234.81","4,227.86","4,267.24","4,196.07","487.70M","0.16%"
"01/11/2023","4,227.86","4,213.72","4,359.56","4,211.25","761.71M","0.34%"
"01/10/2023","4,213.72","4,331.06","4,334.86","4,213.72","597.33M","-2.71%"
"01/09/2023","4,331.06","4,368.39","4,417.18","4,328.75","876.58M","-0.85%"
"01/05/2023","4,368.39","4,339.43","4,398.85","4,339.43","856.92M","0.67%"
"01/04/2023","4,339.43","4,326.04","4,354.63","4,176.06","1.14B","0.31%"
"01/03/2023","4,326.04","4,259.19","4,341.23","4,259.19","1.15B","1.57%"
"01/02/2023","4,259.19","4,145.50","4,259.19","4,145.50","649.44M","2.74%"
"12/29/2022","4,145.50","4,130.88","4,163.46","4,130.88","796.73M","0.35%"
"12/28/2022","4,130.88","4,087.14","4,131.00","4,087.14","444.58M","1.07%"
"12/27/2022","4,087.14","4,075.56","4,121.43","4,075.56","399.15M","0.28%"
"12/26/2022","4,075.56","3,995.69","4,075.56","3,995.69","324.28M","2.00%"
"12/25/2022","3,995.69","4,075.21","4,075.21","3,995.69","411.53M","-1.95%"
"12/22/2022","4,075.21","4,122.09","4,164.37","4,071.48","523.72M","-1.14%"
"12/21/2022","4,122.09","4,137.93","4,155.10","4,110.52","577.92M","-0.38%"
"12/20/2022","4,137.93","4,160.04","4,193.22","4,137.93","703.03M","-0.53%"
"12/19/2022","4,160.04","4,167.52","4,187.32","4,115.95","798.75M","-0.18%"
"12/18/2022","4,167.52","4,214.35","4,232.66","4,167.19","795.86M","-1.11%"
"12/15/2022","4,214.35","4,247.39","4,328.83","4,206.75","1.49B","-0.78%"
"12/14/2022","4,247.39","4,179.01","4,261.92","4,179.01","1.18B","1.64%"
"12/13/2022","4,179.01","4,041.27","4,179.01","4,041.27","1.19B","3.41%"
"12/12/2022","4,041.27","4,023.11","4,041.81","3,971.06","716.13M","0.45%"
"12/11/2022","4,023.11","4,019.92","4,089.38","4,019.92","755.38M","0.08%"
"12/08/2022","4,019.92","3,986.88","4,043.03","3,983.83","804.05M","0.83%"
"12/07/2022","3,986.88","3,931.56","4,029.74","3,931.56","1.00B","1.41%"
"12/06/2022","3,931.56","3,898.14","3,934.61","3,874.02","717.75M","0.86%"
"12/05/2022","3,898.14","3,900.89","3,948.53","3,890.77","1.01B","-0.07%"
"12/04/2022","3,900.89","3,809.87","3,901.21","3,809.87","666.53M","2.39%"
"12/01/2022","3,809.87","3,740.62","3,809.87","3,740.62","604.42M","1.85%"
"11/30/2022","3,740.62","3,744.49","3,777.10","3,722.87","950.84M","-0.10%"
"11/29/2022","3,744.49","3,686.32","3,750.07","3,686.32","574.82M","1.58%"
"11/28/2022","3,686.32","3,695.42","3,717.68","3,681.17","526.38M","-0.25%"
"11/27/2022","3,695.42","3,637.34","3,703.94","3,637.34","659.07M","1.60%"
"11/24/2022","3,637.34","3,517.42","3,637.34","3,517.42","507.64M","3.41%"
"11/23/2022","3,517.42","3,503.47","3,534.60","3,502.75","473.97M","0.40%"
"11/22/2022","3,503.47","3,484.04","3,503.75","3,475.00","351.86M","0.56%"
"11/21/2022","3,484.04","3,502.23","3,513.61","3,474.82","432.51M","-0.52%"
"11/20/2022","3,502.23","3,482.65","3,525.28","3,482.65","418.99M","0.56%"
"11/17/2022","3,482.65","3,450.50","3,486.44","3,450.50","555.71M","0.93%"
"11/16/2022","3,450.50","3,363.04","3,450.60","3,363.04","654.57M","2.60%"
"11/15/2022","3,363.04","3,347.80","3,367.63","3,347.80","403.44M","0.46%"
"11/14/2022","3,347.80","3,340.16","3,347.80","3,325.24","519.32M","0.23%"
"11/13/2022","3,340.16","3,275.29","3,340.16","3,275.29","383.70M","1.98%"
"11/10/2022","3,275.29","3,232.57","3,277.24","3,228.38","277.38M","1.32%"
"11/09/2022","3,232.57","3,241.56","3,256.43","3,218.72","287.09M","-0.28%"
"11/08/2022","3,241.56","3,260.17","3,297.88","3,239.39","388.37M","-0.57%"
"11/07/2022","3,260.17","3,226.08","3,262.50","3,226.08","299.56M","1.06%"
"11/06/2022","3,226.08","3,226.13","3,241.00","3,222.77","189.13M","0.00%"
"11/03/2022","3,226.13","3,242.78","3,253.92","3,222.07","227.13M","-0.51%"
"11/02/2022","3,242.78","3,286.64","3,297.35","3,242.73","361.76M","-1.33%"
"11/01/2022","3,286.64","3,275.37","3,298.74","3,273.11","403.10M","0.34%"
"10/31/2022","3,275.37","3,236.84","3,275.37","3,226.70","506.84M","1.19%"
"10/30/2022","3,236.84","3,243.92","3,285.57","3,233.18","432.24M","-0.22%"
"10/27/2022","3,243.92","3,196.04","3,287.46","3,196.04","577.87M","1.50%"
"10/26/2022","3,196.04","3,169.99","3,206.76","3,169.99","294.57M","0.82%"
"10/25/2022","3,169.99","3,178.45","3,186.59","3,159.99","309.00M","-0.27%"
"10/24/2022","3,178.45","3,196.30","3,218.93","3,178.45","474.11M","-0.56%"
"10/23/2022","3,196.30","3,180.58","3,216.51","3,180.58","308.45M","0.49%"
"10/20/2022","3,180.58","3,154.22","3,186.76","3,154.22","438.25M","0.84%"
"10/19/2022","3,154.22","3,165.71","3,192.79","3,151.08","354.69M","-0.36%"
"10/18/2022","3,165.71","3,147.33","3,175.90","3,146.25","444.82M","0.58%"
"10/17/2022","3,147.33","3,125.71","3,152.42","3,125.71","438.59M","0.69%"
"10/16/2022","3,125.71","3,077.69","3,138.29","3,077.69","409.61M","1.56%"
"10/13/2022","3,077.69","3,041.48","3,077.69","3,040.86","259.55M","1.19%"
"10/12/2022","3,041.48","3,083.24","3,087.47","3,040.36","344.13M","-1.35%"
"10/11/2022","3,083.24","3,123.80","3,129.63","3,079.01","319.24M","-1.30%"
"10/10/2022","3,123.80","3,122.20","3,146.85","3,113.58","322.15M","0.05%"
"10/09/2022","3,122.20","3,156.68","3,156.68","3,117.48","302.54M","-1.09%"
"10/05/2022","3,156.68","3,167.66","3,177.13","3,154.39","319.54M","-0.35%"
"10/04/2022","3,167.66","3,115.95","3,172.49","3,115.95","409.20M","1.66%"
"10/03/2022","3,115.95","3,140.50","3,152.04","3,110.89","364.96M","-0.78%"
"10/02/2022","3,140.50","3,188.24","3,192.03","3,140.50","410.20M","-1.50%"
"09/29/2022","3,188.24","3,172.06","3,197.21","3,172.06","431.97M","0.51%"
"09/28/2022","3,172.06","3,206.41","3,216.28","3,170.99","354.20M","-1.07%"
"09/27/2022","3,206.41","3,176.32","3,219.06","3,176.32","416.79M","0.95%"
"09/26/2022","3,176.32","3,140.14","3,187.22","3,140.14","408.79M","1.15%"
"09/25/2022","3,140.14","3,127.17","3,149.79","3,127.17","325.17M","0.41%"
"09/22/2022","3,127.17","3,122.76","3,139.61","3,100.35","333.98M","0.14%"
"09/21/2022","3,122.76","3,140.70","3,158.94","3,122.76","323.62M","-0.57%"
"09/20/2022","3,140.70","3,109.03","3,140.70","3,086.34","374.58M","1.02%"
"09/19/2022","3,109.03","3,036.90","3,109.03","3,004.65","367.44M","2.38%"
"09/18/2022","3,036.90","3,223.36","3,237.01","3,023.28","622.31M","-5.78%"
"09/15/2022","3,223.36","3,239.37","3,261.61","3,223.36","397.44M","-0.49%"
"09/14/2022","3,239.37","3,289.22","3,289.22","3,232.58","487.37M","-1.52%"
"09/13/2022","3,289.22","3,279.61","3,301.68","3,278.32","574.60M","0.29%"
"09/12/2022","3,279.61","3,276.18","3,300.48","3,276.18","697.80M","0.10%"
"09/11/2022","3,276.18","3,256.17","3,295.71","3,256.17","500.43M","0.61%"
"09/08/2022","3,256.17","3,239.35","3,267.18","3,235.46","500.22M","0.52%"
"09/07/2022","3,239.35","3,260.74","3,278.86","3,237.46","801.02M","-0.66%"
"09/06/2022","3,260.74","3,204.13","3,262.43","3,204.13","916.60M","1.77%"
"09/05/2022","3,204.13","3,138.72","3,204.13","3,138.72","866.42M","2.08%"
"09/04/2022","3,138.72","3,107.69","3,141.41","3,090.05","405.75M","1.00%"
"09/01/2022","3,107.69","3,153.07","3,159.26","3,099.52","589.95M","-1.44%"
"08/31/2022","3,153.07","3,174.36","3,190.01","3,153.07","835.28M","-0.67%"
"08/30/2022","3,174.36","3,163.51","3,184.86","3,158.86","756.73M","0.34%"
"08/29/2022","3,163.51","3,183.17","3,224.23","3,161.95","860.95M","-0.62%"
"08/28/2022","3,183.17","3,171.80","3,192.01","3,167.90","665.09M","0.36%"
"08/25/2022","3,171.80","3,102.33","3,172.38","3,102.33","572.64M","2.24%"
"08/24/2022","3,102.33","3,130.63","3,158.75","3,101.92","613.37M","-0.90%"
"08/23/2022","3,130.63","3,148.12","3,175.95","3,130.63","772.16M","-0.56%"
"08/22/2022","3,148.12","3,152.72","3,172.50","3,136.49","789.95M","-0.15%"
"08/21/2022","3,152.72","3,093.89","3,152.73","3,093.89","493.18M","1.90%"
"08/18/2022","3,093.89","3,095.22","3,114.61","3,092.32","673.83M","-0.04%"
"08/17/2022","3,095.22","3,064.97","3,104.52","3,064.97","754.42M","0.99%"
"08/16/2022","3,064.97","3,048.91","3,094.17","3,048.91","605.50M","0.53%"
"08/15/2022","3,048.91","3,056.56","3,085.35","3,041.20","780.54M","-0.25%"
"08/14/2022","3,056.56","2,983.32","3,068.68","2,983.32","904.34M","2.45%"
"08/11/2022","2,983.32","2,932.22","2,983.32","2,932.22","507.11M","1.74%"
"08/10/2022","2,932.22","2,917.63","2,960.50","2,916.91","402.29M","0.50%"
"08/09/2022","2,917.63","2,938.00","2,972.24","2,917.63","478.24M","-0.69%"
"08/08/2022","2,938.00","2,923.75","2,985.04","2,923.75","746.61M","0.49%"
"08/07/2022","2,923.75","2,835.89","2,924.26","2,835.89","787.76M","3.10%"
"08/04/2022","2,835.89","2,748.41","2,835.89","2,748.41","585.17M","3.18%"
"08/03/2022","2,748.41","2,725.84","2,757.12","2,725.84","383.83M","0.83%"
"08/02/2022","2,725.84","2,699.70","2,725.84","2,698.49","298.66M","0.97%"
"08/01/2022","2,699.70","2,734.85","2,753.88","2,699.23","381.95M","-1.29%"
"07/31/2022","2,734.85","2,707.97","2,744.28","2,707.97","221.22M","0.99%"
"07/28/2022","2,707.97","2,686.17","2,707.97","2,682.11","212.54M","0.81%"
"07/27/2022","2,686.17","2,704.43","2,723.08","2,686.17","331.28M","-0.68%"
"07/26/2022","2,704.43","2,672.39","2,722.59","2,668.51","504.86M","1.20%"
"07/25/2022","2,672.39","2,664.44","2,674.11","2,663.83","283.17M","0.30%"
"07/24/2022","2,664.44","2,642.11","2,671.41","2,642.11","312.78M","0.85%"
"07/21/2022","2,642.11","2,580.07","2,642.31","2,580.07","403.22M","2.40%"
"07/20/2022","2,580.07","2,559.92","2,582.48","2,559.92","376.69M","0.79%"
"07/19/2022","2,559.92","2,527.09","2,559.92","2,523.84","337.24M","1.30%"
"07/18/2022","2,527.09","2,484.65","2,527.09","2,484.65","305.16M","1.71%"
"07/17/2022","2,484.65","2,484.55","2,485.05","2,477.34","157.88M","0.00%"
"07/07/2022","2,484.55","2,454.66","2,491.70","2,454.20","259.41M","1.22%"
"07/06/2022","2,454.66","2,442.86","2,454.66","2,435.37","202.33M","0.48%"
"07/05/2022","2,442.86","2,435.59","2,464.72","2,435.59","260.81M","0.30%"
"07/04/2022","2,435.59","2,507.97","2,510.27","2,435.59","221.92M","-2.89%"
"07/03/2022","2,507.97","2,547.67","2,550.66","2,506.13","170.88M","-1.56%"
"06/29/2022","2,547.67","2,529.22","2,554.26","2,529.22","161.00M","0.73%"
"06/28/2022","2,529.22","2,566.82","2,568.53","2,503.23","245.61M","-1.46%"
"06/27/2022","2,566.82","2,627.08","2,628.67","2,566.82","203.22M","-2.29%"
"06/26/2022","2,627.08","2,629.46","2,646.36","2,625.99","184.96M","-0.09%"
"06/23/2022","2,629.46","2,661.55","2,661.55","2,629.46","183.76M","-1.21%"
"06/22/2022","2,661.55","2,680.87","2,680.89","2,661.42","176.86M","-0.72%"
"06/21/2022","2,680.87","2,674.01","2,695.77","2,673.41","256.88M","0.26%"
"06/20/2022","2,674.01","2,693.90","2,701.54","2,673.26","213.92M","-0.74%"
"06/19/2022","2,693.90","2,738.58","2,739.76","2,693.32","221.20M","-1.63%"
